name,calendar_year,calendar_id,title,category,sub_category,raw_category,normalized_category,source_file,source_start_line,source_end_line,input_frequency,output_frequency,available_at,required_fields,original_formula,implemented_formula,implementation_status,implementation_notes,implementation_key,proxy_of,duplicate_refs,duplicate_type,default_params,warmup_requirement
calendar2025_54_u6301_4ed3_91cf_53d8_52a8_56e0_5b50,2025,54,持仓量变动因子,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,1315,1333,1d,1d,T_close,macro_external,\Delta OI_t = ln(OI_t) - ln(OI_{t-J}),,blocked_data,精确实现依赖当前数据审计未发现的数据域: macro_external,,,,,{},0
calendar2025_55_u6743_5229_8981_6c42_9879_9879_6570_5e73_5747,2025,55,权利要求项项数平均值,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,1334,1349,1d,1d,T_close,patent,mean(截止日前5年内新生成的有效的发明公开审查中专利的寿命月数),,blocked_data,精确实现依赖当前数据审计未发现的数据域: patent,,,,,{},0
calendar2025_56_u9884_671f_5916_7ecf_8425_73b0_91d1_6d41_5165,2025,56,预期外经营现金流入,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,1350,1381,1d,1d,T_close,,"CFO\_in_t = \alpha + \beta * CFO\_in_{t-1} + \lambda * \Delta rcv_t + \varepsilon_t

\widetilde{CFO\_in_{t+1}} = \widetilde{\alpha} + \widetilde{\beta} * CFO\_in_t + \widetilde{\lambda} * \Delta rcv_{t+1}, \sigma = \text{std}(\vec{\varepsilon})

o\_factor = \frac{CFO\_in_{t+1} - \widetilde{CFO\_in_{t+1}}}{\sigma}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_57_u51f8_663e_6548_5e94_56e0_5b50,2025,57,“凸显效应”因子,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,1382,1399,1m,1d,T_close,news,"news\_salience\_effect_{i,t} = \frac{1}{16} \sum_{n=1}^{16} pop_{i,n}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_58_u76f8_5bf9_5f3a_5f31,2025,58,相对强弱,高频技术因子,,高频技术因子,量价技术类,factors2025.md,1400,1424,1m,1d,T_close,open|high|low|close|volume|turnover,"RSI_{i,t} = \frac{SMA(max\{Close_{i,t} - Close_{i,t-1}, 0\}, 239)}{SMA(abs(Close_{i,t} - Close_{i,t-1}), 239)} * 100

\widehat{\text{Factor}_j} = \frac{1}{\sum_{j=1}^{20} \frac{j}{20}} \times \sum_{i=1}^{20} \widehat{\text{Factor}_{j,k}} \times \frac{j}{20}","linear_decay20(100*sum(max(delta(close_1m),0))/sum(abs(delta(close_1m))))",exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,"{'metric': 'calendar_rsi', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_59_u7a7a_95f4_7f51_7edc_76f8_5bf9_4e2d_5fc3_5ea6,2025,59,空间网络相对中心度,另类因子-网络结构,,另类因子-网络结构,另类因子,factors2025.md,1425,1456,1d,1d,T_close,network,"\bar{p}_{i,t} = \frac{1}{N-1} \sum_{j=1,j
eq i}^{N-1} cov(r_{i,t}, r_{j,t})

\bar{d}_{i,t} = \sqrt{2 * (1 - \bar{p}_{i,t})}

SCC_{i,t} = \frac{1}{\bar{d}_{i,t}^2}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: network,,,,,{},0
calendar2025_60_sentiment_beta,2025,60,Sentiment Beta,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,1457,1482,1d,1d,T_close,sentiment_external,"r_t^i = \alpha^i + \beta^i * \left( \frac{CSMS_t}{CSMS_{t-1}} - 1 \right) + \varepsilon_t^i

NewSentiBeta = -1 * abs(SentiBeta)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: sentiment_external,,,research_report_factors:concept_overlap,concept_overlap,{},0
calendar2025_61_u591a_5c42_52a0_6743_65e5_5185_4fe1_566a_6bd4,2025,61,多层加权日内信噪比,高频因子-收益分布类,,高频因子-收益分布类,高频因子,factors2025.md,1483,1512,unknown,1d,T_close,,"新SNR = Weight_{Vol} \times SNR_{layer2} + (1 - Weight_{Vol}) \times SNR_{layer3}

Weight_{Vol} = 0.5 + \frac{Vol_{std} - 0.5}{\delta}

Vol_{std} = \frac{Vol - min(Vol)}{max(Vol) - min(Vol)}",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2025_62_u6bcf_65e5_6700_5927_5f02_5e38_6210_4ea4_91cf,2025,62,每日最大异常成交量,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,1513,1534,1d,1d,T_close,close|volume,"ABNVOLD = \max_{t} \left( \frac{VOL_{i,t}}{\overline{VOL}_{i,t}} \right)","max(volume/mean(volume,250),20)",exact,,daily_attention_metric,,,,"{'metric': 'max_abnormal_volume', 'window': 20, 'baseline_window': 250}",270
calendar2025_63_u4ef7_683c_62d0_70b9,2025,63,价格拐点,期货-高频因子,,期货-高频因子,高频因子,factors2025.md,1535,1553,1m,1d,T_close,,inflection\_point = inflection_t - \frac{\sum_{t-5}^{t-1} inflection_t}{5},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_64_u56de_5f52_7248_8d26_9762_5e02_503c_6bd4,2025,64,回归版账面市值比,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,1554,1575,1d,1d,T_close,,ln(Book) = \beta * ln(MV) + \alpha + \varepsilon,,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_65_u4e1a_52a1_6b8b_4f59_6ce2_52a8_7387,2025,65,业务残余波动率,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,1576,1619,1d,1d,T_close,,"product\_ratio_{j,i} = \frac{product\_income_{j,i}}{\sum_k product\_income_{k,i}}

product\_ret_{j,t} = \frac{\sum_i mkts_{i,t} \times ret_{i,t}}{\sum_i mkts_{i,t}}

product\_abs\_mom_{i,t} = \sum_j product\_ratio_{j,i} \times product\_ret_{j,t}

ret_{i,t} = a + b \times product\_abs\_mom_{i,t} + \varepsilon

product\_resvol_{i,t} = std(\varepsilon)",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_66_u884c_4e1a_52a8_91cf_6ea2_51fa_6548_5e94,2025,66,行业动量溢出效应,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,1620,1644,1d,1d,T_close,,"RET_{it}^{IND} = Industrial\_weight_{ij,t} \times ReT_{jt}

Industrial\_weight_{ij,t} = \frac{IMV_{j,t}}{\sum_{j=1 and j
eq i}^N IMV_{j,t}}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_67_u65e9_76d8_4e3b_52a8_51c0_6d41_5165_7387_7a33,2025,67,早盘主动净流入率稳定性,量价因子改进,,量价因子改进,量价因子改进,factors2025.md,1645,1666,1d,1d,T_close,tick_trade,"\text{早盘主动净流入率稳定性因子} = \frac{mean(\text{当月每日早盘主动净流入率}_{i,t})}{std(\text{当月每日早盘主动净流入率} + i, t)}

\text{早盘主动净流入率}_{i,t} = \frac{\text{开盘10:00前净主动买入额}_{i,t}}{\text{10:00前总成交额}_{i,t}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2025_68_u6210_4ea4_91cf_6f6e_6c50_7684_4ef7_683c_53d8,2025,68,成交量“潮汐”的价格变动速率,高频因子-量价相关性类,,高频因子-量价相关性类,高频因子,factors2025.md,1667,1688,1m,1d,T_close,open|high|low|close|volume|turnover,,"mean(((close_ebb-close_rise)/close_rise)/(t_ebb-t_rise),20)",exact,,intraday_path_metric,,,,"{'metric': 'tide_rate', 'post_window': 20, 'post_stat': 'mean'}",20
calendar2025_69_u6280_672f_5bc6_96c6_5ea6,2025,69,技术密集度,另类因子-招聘信息,,另类因子-招聘信息,另类因子,factors2025.md,1689,1714,1d,1d,T_close,fundamental_raw,"TechnicalIntensity_{xmi,t} = \frac{\sum_{j=t-x+1}^{t} Number\_of\_technical\_job\_posting_{i,j}}{\sum_{j=t-x+1}^{t} Number\_of\_job\_posting_{i,j}}

TechnicalIntensity_{xmi,t} - TechnicalIntensity_{ymi,t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_70_u57fa_4e8e_6362_624b_7387_7684_6ce8_610f_529b,2025,70,基于换手率的注意力捕捉,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,1715,1743,1d,1d,T_close,factor_returns,"indus\_turn_d = std(\text{行业内成分股的日度换手率序列} turnover_{i,d})

r_{i,d} = u_{i,t} + \beta_{i,t} indus\_turn_d + \rho_{1,i,t} Mkt_d + \rho_{2,i,t} SMB_d + \rho_{3,i,t} HML_d + \rho_{4,i,t} UMD_d + \varepsilon_{i,t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: factor_returns,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_71_u57fa_4e8e_6362_624b_7387_7684_6ce8_610f_529b,2025,71,基于换手率的注意力捕捉,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,1744,1772,1d,1d,T_close,factor_returns,"indus\_turn_d = std(\text{行业内成分股的日度换手率序列} turnover_{i,d})

r_{i,d} = u_{i,t} + \beta_{i,t} indus\_turn_d + \rho_{1,i,t} Mkt_d + \rho_{2,i,t} SMB_d + \rho_{3,i,t} HML_d + \rho_{4,i,t} UMD_d + \varepsilon_{i,t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: factor_returns,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_72_u6210_4ea4_91cf_652f_6491_533a_57df_4e0b_9650,2025,72,成交量支撑区域下限与收盘价差异,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2025.md,1773,1792,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2025_73_u56de_5f52_7248_5e02_76c8_7387_5012_6570,2025,73,回归版市盈率倒数,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,1793,1814,1d,1d,T_close,fundamental_raw,ln(Quart\_E) = \beta * ln(MV) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_74_u6539_8fdb_7684_5ba2_6237_52a8_91cf_56e0_5b50,2025,74,改进的客户动量因子（基于锚定偏差）,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,1815,1845,1d,1d,T_close,supply_chain,"cmom_i^{1M} = \sum_{j=1}^{N_i} w_{ij}^{sales} mom_j^{1M}, i = 1,2,\ldots,N

nearnessto52\_weekhigh = \frac{月末收盘价}{过去52周内最高价}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_75_u5957_4fdd_8005_5bf9_51b2_538b_529b_56e0_5b50,2025,75,套保者对冲压力因子,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,1846,1862,1d,1d,T_close,,h p_t = \frac{\# \text{of short hedge positions} - \# \text{of long hedge positions}}{\text{total}\# \text{of hedge positions}},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_76_u8df3_8dc3_5f3a_5ea6,2025,76,跳跃强度,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2025.md,1863,1898,unknown,1d,T_close,,"T_{SwV} = \frac{BV_t}{N^{-1}\sqrt{\widehat{\Omega}_{SwV}}}\left(1 - \frac{RV_t}{SwV_t}\right) \xrightarrow{d} N(0,1)

\widehat{\Omega}_{SwV} = \frac{\mu_6}{9} \frac{N^3}{N-5} \int_{t-1}^t \sigma_s^6 \mathrm{d}s = \frac{\mu_6}{9} \frac{N^3}{N-3} \mu_{3/2}^{-4} \sum_{i=0}^{N-3} \left( \prod_{k=1}^4 |r_{t_i+k}|^{3/2} \right)

SwV_t = 2 \sum_{i=1}^N (R_{t_i} - r_{t_i})",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2025_77_u65f6_95f4_7f51_7edc_76f8_5bf9_4e2d_5fc3_5ea6,2025,77,时间网络相对中心度,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,1899,1929,1d,1d,T_close,network,"z_{i,t} = \frac{r_{i,t} - \overline{r}_{m,t}}{\sigma_{m,t}}

\overline{z}_{i,t} = \sqrt{\frac{1}{\Delta t} \sum_{\tau=1}^{\Delta t} z_{i,t-\tau}^2}

TCC_{i,t} = \frac{1}{\overline{z}_{i,t}^2}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: network,,,,,{},0
calendar2025_78_u80fd_91cf_6307_6807,2025,78,能量指标,高频技术因子,,高频技术因子,量价技术类,factors2025.md,1930,1960,1d,1d,T_close,close|volume,"HLCC_{i,t} = \frac{High_{i,t} + Low_{i,t} + Close_{i,t}}{3}

CR_{1,i,t} = \frac{\sum_{t-238}^{t} max\{0, High_{i,t} - HLCC_{i,t-1}\}}{239}

CR_{2,i,t} = \frac{\sum_{t-238}^{t} max\{0, HLCC_{i,t-1} - Low_{i,t}\}}{239}

CR_{i,t} = \frac{CR_{1,i,t}}{CR_{2,i,t}} * 100","ts_cumsum(ts_where(close>ts_delay(close,1),volume,ts_where(close<ts_delay(close,1),-1*volume,0)))",exact,,legacy_expression,,,,{},2
calendar2025_79_u4ed3_5355_56e0_5b50,2025,79,仓单因子,期货-基本面因子,,期货-基本面因子,期货-基本面因子,factors2025.md,1961,1980,1d,1d,T_close,,"S_{Warehouse}(L, K) = \frac{\sum_{t=T-L+1}^{T} Warehouse_t}{\sum_{t=T-L-K+1}^{T-L} Warehouse_t} - 1",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_80_u65b0_95fb_70ed_5ea6_5f02_5e38_56e0_5b50,2025,80,新闻热度异常因子,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,1981,2000,1m,1d,T_close,news,"abnormal\_news\_pop_{i,t} = \frac{1}{N} \sum_{n=1}^{N} ret_{i,n}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_81_u56fd_5bb6_961f_5165_573a_62e9_65f6_56e0_5b50,2025,81,“国家队”入场择时因子,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,2001,2030,1d,1d,T_close,analyst,"自由流通市值比 = \frac{国家队持仓市值}{中证800自由流通市值}

Zscore = \frac{x - median}{\sigma}

Zscore = \beta * t + \alpha, t = 1, 2, ..., 63",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_82_u9010_6863_8ba2_5355_5931_8861_7387,2025,82,逐档订单失衡率,高频因子-流动性类,,高频因子-流动性类,高频因子,factors2025.md,2031,2057,1m,1d,T_close,orderbook,"SOIR_t = \frac{\sum_{i=1}^{5} w_i SOIR_{i,t}}{\sum_{i=1}^{5} w_i}

SOIR_{i,t} = \frac{V_{i,t}^B - V_{i,t}^A}{V_{i,t}^B + V_{i,t}^A}

w = 1 - (i - 1)/5, i = 1,2,3,4,5",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2025_83_u4e1a_52a1_52a8_91cf,2025,83,业务动量,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,2058,2097,1d,1d,T_close,analyst,"product\_ratio_{j,i} = \frac{product\_income_{j,i}}{\sum_k product\_income_{k,i}}

product\_ret_{j,t} = \frac{\sum_i mkts_{i,t} \times ret_{i,t}}{\sum_i mkts_{i,t}}

product\_mom_{i,t} = \sum_j product\_ratio_{j,i} \times (product\_ret_{j,t} - ret_{i,t})

product\_mom\_month_{i,t} = \prod_{k=0}^{19} (product\_mom_{i,t-k} + 1)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_84_csad,2025,84,CSAD 模型,行为金融因子-羊群效应,,行为金融因子-羊群效应,行为金融因子-羊群效应,factors2025.md,2098,2121,unknown,1d,T_close,,"CSAD = \frac{\sum_{i=1}^N |r_i - R_m|}{N}

CSAD = \alpha + \beta_1 |R_{mt}| + \beta_2 |R_{mt}|^2 + \varepsilon",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2025_85_u8d26_9762_4ef7_503c_7684_5185_6db5_4ef7_503c,2025,85,账面价值的内涵价值/价格,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,2122,2150,1d,1d,T_close,,"V_0 = B_0 + \frac{RE_1}{(1 + r_E)} + \frac{RE_2}{(1 + r_E)^2} + \cdots + \frac{RE_N}{(1 + r_E)^N} + \frac{CV_N}{(1 + r_E)^N}

RE_n = Earn_n - r_E * B_{n-1}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_86_u65f6_95f4_5e8f_5217_52a8_91cf,2025,86,时间序列动量,期货-动量趋势因子,,期货-动量趋势因子,动量因子,factors2025.md,2151,2182,1d,1d,T_close,close,"TSMOM_{t,t+1}^s = sign(r_{t-h,t}^s) \frac{40\%}{\sigma_t^s} r_{t,t+1}^s

\hat{r}_{t,s} = r_{t,s} - \bar{r}_{t,s}

\bar{r}_{t,s} = \sum_{j=0}^{\infty} (1 - \delta) * \delta^j * r_{t-j,s}

\hat{\sigma}_{t,s}^2 = \sum_{j=0}^{\infty} (1 - \delta) * \delta^j * (r_{t-1-j,s} - \bar{r}_{t-1-j,s})^2","close / ts_delay(close, 252) - 1",exact,,return,,alpha101/158/191/360:concept_overlap,concept_overlap,"{'window': 252, 'sign': 1.0}",252
calendar2025_87_u6539_8fdb_7684_5ba2_6237_52a8_91cf_56e0_5b50,2025,87,改进的客户动量因子（基于信息离散度）,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,2183,2215,1d,1d,T_close,supply_chain,"cmom_i^{1M} = \sum_{j=1}^{N_i} w_{ij}^{sales} mom_j^{1M}, i = 1,2,\ldots,N

ID_{c,t} = sign(CR_{c,t}) \times [\%neg_{c,t} - \%pos_{c,t}]",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_88_u4e70_5356_610f_613f,2025,88,买卖意愿,高频技术因子,,高频技术因子,量价技术类,factors2025.md,2216,2239,1m,1d,T_close,open|high|low|close|volume|turnover,"BR_{i,t} = \frac{\sum_{t-239}^{t} max\{0, High_{i,t} - Close_{i,t-1}\}}{\sum_{t-239}^{t} max\{0, Close_{i,t-1} - Low_{i,t-1}\}} * 100

\widehat{\text{Factor}_j} = \frac{1}{\sum_{j=1}^{20} \frac{j}{20}} \times \sum_{i=1}^{20} \widehat{\text{Factor}_{j,k}} \times \frac{j}{20}","linear_decay20(100*sum(max(high_t-close_t-1,0))/sum(max(close_t-1-low_t-1,0)))",exact,,intraday_path_metric,,,,"{'metric': 'calendar_br', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_89_u8fd1_8fdc_6708_4ef7_5dee_56e0_5b50,2025,89,近远月价差因子,期货-期限结构因子,,期货-期限结构因子,期货-期限结构因子,factors2025.md,2240,2259,1d,1d,T_close,,"-\frac{1}{K} \sum_{t=T-K+1}^{T} \frac{P_{next,t} - P_{front,t}}{P_{front,t}} * \frac{365}{M_{next,t} - M_{front,t}}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_90_u804c_4f4d_5730_533a_91cd_8981_6027_5f97_5206,2025,90,职位地区重要性得分,另类因子-招聘信息,,另类因子-招聘信息,另类因子,factors2025.md,2260,2300,1d,1d,T_close,,"TF_{i,j,t} = \log\left( \frac{\text{Number of Postings with Location}_j \text{in Firm}_i\text{'s Documents at month}t}{\text{Number of Postings in Firm}_i\text{'s Documents at month}t} \right)

IDF_{j,t} = \log\left( \frac{\text{Total number of Postings}_t}{\text{Number of Postings with Location}_{j,t}} \right)

TF\_IDF_{i,j,t} = IDF_{j,t} \times TF_{i,j,t}

TF\_IDF\_Score_{j,t} = \frac{1}{N} \sum_{i=1}^{N} (TF\_IDF_{i,j,t})^2

TF\_IDF\_Score_{j,t} = \frac{1}{N} \sum_{i=1}^{N} TF\_IDF_{i,j,t}

Location\_Importance\_Scores_{i,t} = \sum_{j} \frac{\sum_{s=1}^{S} TF\_IDF\_Score_{i,j,s,t}}{S}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_91_u4e70_5355_96c6_4e2d_5ea6,2025,91,买单集中度,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2025.md,2301,2322,1m,1d,T_close,tick_trade,"\frac{1}{T} \sum_{n=t}^{t-T+1} \frac{\sum_{j=1}^{N} \text{买单成交额}_{i,j,n}^2}{\text{总成交额}_{i,n}^2}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: tick_trade,,,,,{},0
calendar2025_92_u5c55_671f_6536_76ca,2025,92,展期收益,期货-期限结构因子,,期货-期限结构因子,期货-期限结构因子,factors2025.md,2323,2349,1d,1d,T_close,,"\frac{P_{N,t} - P_{F,t}}{P_{F,t}} \times \frac{365}{T_{F,t} - T_{N,t}}

[ln(P_{N,t}) - ln(P_{F,t})] \times \frac{365}{T_{F,t} - T_{N,t}}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_93_u9694_591c_65b0_95fb_60c5_7eea,2025,93,隔夜新闻情绪,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,2350,2370,1d,1d,T_close,news,"senti_i^t = \frac{1}{N} \sum_{j=1}^{N} (pos_{i,j}^t - neg_{i,j}^t) * (1 - neu_{i,j}^t) * relevancex_{i,j}^t",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_94_u8df3_8dc3_663e_8457_7a0b_5ea6_52a0_6743_7684,2025,94,跳跃显著程度加权的上下行跳跃波动不对称性,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2025.md,2371,2399,unknown,1d,T_close,,"TSRJV = \frac{\sum_{t=1}^{D} \left( T_{t,i} / \Phi_{1-\alpha}^{-1} \cdot SRJV_{t,i} \right)}{\sum_{t=1}^{D} T_{t,i} / \Phi_{1-\alpha}^{-1}}

SRJV_t = RVLP_t - RVJN_t

T_{t,i} = \frac{BV_t}{N^{-1} \sqrt{\hat{\Omega}_{SwV}}} \left( 1 - \frac{RV_t}{SwV_t} \right) \xrightarrow{d} N(0,1)",,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_95_u6295_673a_8005_5bf9_51b2_538b_529b_56e0_5b50,2025,95,投机者对冲压力因子,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,2400,2416,1d,1d,T_close,,h p_t = \frac{\# \text{of long hedge positions} - \# \text{of short hedge positions}}{\text{total}\# \text{of hedge positions}},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_96_pe,2025,96,基于业务构成重构的PE,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,2417,2440,1d,1d,T_close,,sign(PE\_fwd) * \frac{PE\_fair - PE\_fwd}{abs(PE\_fwd)},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_97_p,2025,97,p型成交量分布,高频因子-成交分布类,,高频因子-成交分布类,高频因子,factors2025.md,2441,2460,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2025_98_u5bff_547d_6708_6570_5e73_5747_503c,2025,98,寿命月数平均值,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,2461,2476,1d,1d,T_close,patent,\text{mean(截止日前5年内新生成的有效的发明公开审查中专利的寿命月数)},,blocked_data,精确实现依赖当前数据审计未发现的数据域: patent,,,,,{},0
calendar2025_99_u516c_53f8_7279_5f81_76f8_4f3c_5ea6_52a8_91cf,2025,99,公司特征相似度动量因子,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,2477,2510,1d,1d,T_close,,"D_{ij} = \sqrt{(Prc_i - Prc_j)^2 + (SIZE_i - SIZE_j)^2 + (BM_i - BM_j)^2 + (OP_i - OP_j)^2 + (INV_i - INV_j)^2}

SIM = \frac{\sum_{k \in N(i)} w_k \cdot R_{excess,k}}{\sum_{k \in N(i)} w_k}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_100_u56de_5f52_7248_5355_5b63_51c0_5229_6da6_540c,2025,100,回归版单季净利润同比增速,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,2511,2531,1d,1d,T_close,fundamental_raw,ln(Quart\_E_t) = \beta * ln(abs(Quart\_E_{t-4}) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_101_u4e56_79bb_7387,2025,101,乖离率,期货-动量趋势因子,,期货-动量趋势因子,动量因子,factors2025.md,2532,2559,1d,1d,T_close,close,"BIAS_t = \frac{p_t - \bar{p}_t}{\sigma(R_t) p_{t-J}}

\bar{p}_t = \frac{1}{J} \sum_{j=0}^{J-1} p_{t-J}

R_t = \{r_{t-j}, j = 0, 1, 2, \ldots, J\}","100*(close-ts_mean(close,6))/(ts_mean(close,6)+1e-12)",exact,,legacy_expression,,,,{},6
calendar2025_102_u5883_5916_8d27_5e01_5360_8d27_5e01_8d44_91d1,2025,102,境外货币占货币资金比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,2560,2578,1d,1d,T_close,,\text{境外货币占货币资金比} = \frac{\text{境外款项现}}{\text{货币资金}},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_103_u53d8_5f02_7cfb_6570,2025,103,变异系数,期货-波动率因子,,期货-波动率因子,波动率因子,factors2025.md,2579,2597,1d,1d,T_close,,"CV_t^j = \frac{\sigma_{j,t}^2}{|\mu_{j,t}|}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
